artistId,artId,artistName,artTitle,artImage,artPrice,artGenre,artTags,artYear,artRate,purchased
9,210,Herrad of Landsberg,turkey-istanbul-fethiye-mosque-3946072868,https://uploads0.wikiart.org/00211/images/byzantine-mosaics/turkey-istanbul-fethiye-mosque-3946072868.jpg!Large.jpg,29577,religious painting,"Holyplaces, Religiousitem, Prophet, Byzantinearchitecture",2019,2,1
24,211,Hans Holbein the Elder,mmakaristos-church-mosaic-of-a-monk-saint-p1030435!Large,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-mosaic-of-a-monk-saint-p1030435.JPG!Large.JPG,74165,religious painting,"Holyplaces, Prophet",2018,3,0
16,212,Melchior Broederlam,pammakaristos-church-mosaic-of-a-monk-saint-p1030453!Large,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-mosaic-of-a-monk-saint-p1030453.JPG!Large.JPG,44836,religious painting,"Holyplaces, Prophet",2018,2,0
42,213,Jacopo Bellini,pammakaristos-church-mosaics-of-the-main-dome-of-the-parekklesion-jeremia-p1030459!Large,https://uploads5.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-mosaics-of-the-main-dome-of-the-parekklesion-jeremia-p1030459.JPG!Large.JPG,66921,religious painting,"Holyplaces, Prophet",2018,6,0
4,214,Ivan Rutkovych,pammakaristos-church-mosaics-of-the-main-dome-of-the-parekklesion-moses-p1030458!Large,https://uploads3.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-mosaics-of-the-main-dome-of-the-parekklesion-moses-p1030458.JPG!Large.JPG,90178,religious painting,,2018,2,0
20,215,Álvaro Pires de Évora,pammakaristos-church-main-dome-of-parekklesion-jesus-christ-p1030432!Large,https://uploads0.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-main-dome-of-parekklesion-jesus-christ-p1030432.JPG!Large.JPG,32171,religious painting,,2020,9,1
12,216,Claricia,pammakaristos-church-mosaic-of-a-bishop-p1030455!Large,https://uploads7.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-mosaic-of-a-bishop-p1030455.JPG!Large.JPG,39431,religious painting,"Holyplaces, History, Ancienthistory",2019,2,1
3,217,Andrei Rublev,pammakaristos-church-apse-mosaic-of-jesus-christ-p1030436!Large,https://uploads7.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-apse-mosaic-of-jesus-christ-p1030436.JPG!Large.JPG,26511,religious painting,,2020,9,1
35,218,Lorenzo Monaco,pammakaristos-church-main-dome-of-parekklesion-joel-p1030433!Large,https://uploads1.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-main-dome-of-parekklesion-joel-p1030433.JPG!Large.JPG,11957,religious painting,Prophet,2019,4,1
32,219,Giovanni da Milano,pammakaristos-church-main-dome-of-parekklesion-jonah-p1030431!Large,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/pammakaristos-church-main-dome-of-parekklesion-jonah-p1030431.JPG!Large.JPG,78031,religious painting,"Holyplaces, Prophet",2019,9,0
48,220,Piero della Francesca,istanbul-chiesa-pammacaristos-fetiye-camii-san-gregorio-armeniaco-foto-g-dall-orto-26-5-2006,https://uploads6.wikiart.org/00211/images/byzantine-mosaics/istanbul-chiesa-pammacaristos-fetiye-camii-san-gregorio-armeniaco-foto-g-dall-orto-26-5-2006.jpg!Large.jpg,79886,religious painting,"Holyplaces, History, Textile",2020,2,0
2,221,Orthodox Icons,egory-illuminator,https://uploads4.wikiart.org/00211/images/byzantine-mosaics/gregory-illuminator.JPG,17544,"religious painting,portrait",Prophet,2018,8,1
14,222,Simone Martini,istanbul-chiesa-pammacaristos-fetiye-camii-cupola-foto-g-dall-orto-26-5-2006,https://uploads8.wikiart.org/00211/images/byzantine-mosaics/istanbul-chiesa-pammacaristos-fetiye-camii-cupola-foto-g-dall-orto-26-5-2006.jpg!Large.jpg,99984,"religious painting,portrait",Carving,2019,8,0
8,223,Hildegard of Bingen,istanbul-chiesa-pammacaristos-fetiye-camii-foto-g-dall-orto-26-5-2006,https://uploads1.wikiart.org/00211/images/byzantine-mosaics/istanbul-chiesa-pammacaristos-fetiye-camii-foto-g-dall-orto-26-5-2006.jpg!Large.jpg,33453,"religious painting,portrait",,2020,7,1
23,224,Bartolome Bermejo,istanbul-chiesa-pammacaristos-fetiye-camii-s-antonio-foto-g-dall-orto-26-5-2006,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/istanbul-chiesa-pammacaristos-fetiye-camii-s-antonio-foto-g-dall-orto-26-5-2006.jpg!Large.jpg,30164,"religious painting,portrait",Holyplaces,2021,5,1
13,225,Pietro Lorenzetti,gregor-von-nyssa!Large,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/gregor-von-nyssa.JPG!Large.JPG,97321,"religious painting,portrait",Holyplaces,2020,3,0
47,226,Domenico Veneziano,virgin-first-seven-steps,https://uploads1.wikiart.org/00211/images/byzantine-mosaics/virgin-first-seven-steps.jpg!Large.jpg,20451,religious painting,,2020,9,1
34,227,Cennino Cennini,virgin-entrusted-to-joseph,https://uploads3.wikiart.org/00211/images/byzantine-mosaics/virgin-entrusted-to-joseph.jpg!Large.jpg,69668,religious painting,"Holyplaces, History, Arch, Ancienthistory",2021,2,0
25,228,Viking art,virgin-caressed-by-her-parentes,https://uploads8.wikiart.org/00211/images/byzantine-mosaics/virgin-caressed-by-her-parentes.jpg!Large.jpg,34369,religious painting,Mythology,2021,10,1
34,229,Cennino Cennini,virgin-blessed,https://uploads0.wikiart.org/00211/images/byzantine-mosaics/virgin-blessed.jpg!Large.jpg,63349,religious painting,"Holyplaces, Byzantinearchitecture, Arch, History",2019,1,0
25,230,Viking art,theotokos-mosaic,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/theotokos-mosaic.jpg!Large.jpg,88638,religious painting,Holyplaces,2018,5,0
46,231,Lo Scheggia,int-paul,https://uploads5.wikiart.org/00211/images/byzantine-mosaics/saint-paul.jpg!Large.jpg,13996,religious painting,"Holyplaces, Prophet",2020,2,1
8,232,Hildegard of Bingen,saint-peter,https://uploads6.wikiart.org/00211/images/byzantine-mosaics/saint-peter.jpg!Large.jpg,27785,religious painting,"Holyplaces, Religiousinstitute, Carving, Temple",2020,5,1
9,233,Herrad of Landsberg,presentation-of-the-virgin!Large,https://uploads3.wikiart.org/00211/images/byzantine-mosaics/presentation-of-the-virgin.JPG!Large.JPG,37071,religious painting,Holyplaces,2020,6,1
29,234,Duccio,saint-george,https://uploads7.wikiart.org/00211/images/byzantine-mosaics/saint-george.jpg!Large.jpg,22077,religious painting,Holyplaces,2018,2,1
25,235,Viking art,nativity-mosaic,https://uploads1.wikiart.org/00211/images/byzantine-mosaics/nativity-mosaic.jpg!Large.jpg,49272,religious painting,"Stonecarving, Holyplaces",2018,4,0
22,236,Stefan Lochner,magi-before-herod-the-great,https://uploads4.wikiart.org/00211/images/byzantine-mosaics/magi-before-herod-the-great.jpg!Large.jpg,36343,religious painting,"Holyplaces, History",2021,8,1
11,237,Alberto Sotio,joseph-taking-leave-of-the-virgin-mosaic,https://uploads8.wikiart.org/00211/images/byzantine-mosaics/joseph-taking-leave-of-the-virgin-mosaic.jpg!Large.jpg,44269,religious painting,"Holyplaces, History",2020,1,0
34,238,Cennino Cennini,christ-pantocrator-1320,https://uploads0.wikiart.org/00211/images/byzantine-mosaics/christ-pantocrator-1320.jpg!Large.jpg,79043,religious painting,"Holyplaces, Prophet",2020,6,0
28,239,Cimabue,annunciation-mosaic,https://uploads5.wikiart.org/00211/images/byzantine-mosaics/annunciation-mosaic.jpg!Large.jpg,22492,religious painting,"Holyplaces, Stockphotography",2018,2,1
14,240,Simone Martini,annuciation-to-anne-mosaic,https://uploads3.wikiart.org/00211/images/byzantine-mosaics/annuciation-to-anne-mosaic.jpg!Large.jpg,71272,religious painting,"Holyplaces, History, Byzantinearchitecture",2018,9,0
19,241,Limbourg brothers,eodore-metokhites-presenting-a-model-of-the-chora-church-to-jesus-christ!Large,https://uploads6.wikiart.org/00211/images/byzantine-mosaics/theodore-metokhites-presenting-a-model-of-the-chora-church-to-jesus-christ.JPG!Large.JPG,26144,religious painting,"Holyplaces, History, Prophet",2018,4,1
30,242,Giotto,maria-of-the-mongols,https://uploads6.wikiart.org/00211/images/byzantine-mosaics/maria-of-the-mongols.jpg!Large.jpg,15573,portrait,,2021,7,1
10,243,Nicholas of Verdun,journey-to-bethlehem-mosaic,https://uploads4.wikiart.org/00211/images/byzantine-mosaics/journey-to-bethlehem-mosaic.jpg!Large.jpg,62842,religious painting,Prophet,2021,3,0
13,244,Pietro Lorenzetti,christ!Large,https://uploads1.wikiart.org/00211/images/byzantine-mosaics/christ.JPG!Large.JPG,68695,religious painting,,2021,7,0
45,245,Filippo Lippi,massacre-of-the-innocents,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/massacre-of-the-innocents.jpg!Large.jpg,27635,religious painting,"Holyplaces, Byzantinearchitecture, History",2020,3,1
30,246,Giotto,genealogy-of-mary!Large,https://uploads3.wikiart.org/00211/images/byzantine-mosaics/genealogy-of-mary.JPG!Large.JPG,88632,religious painting,Byzantinearchitecture,2021,8,0
5,247,Ende,isaac-komnenos-the-porphyrogennetos,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/isaac-komnenos-the-porphyrogennetos.jpg,76744,portrait,,2020,4,0
48,248,Piero della Francesca,enrollment-for-taxation-mosaic,https://uploads7.wikiart.org/00211/images/byzantine-mosaics/enrollment-for-taxation-mosaic.jpg!Large.jpg,22252,religious painting,"Holyplaces, Byzantinearchitecture, Textile, History",2020,8,1
26,249,Toros Roslin,deesis-mosaic-2,https://uploads1.wikiart.org/00211/images/byzantine-mosaics/deesis-mosaic-2.jpg!Large.jpg,15476,religious painting,,2020,10,1
5,250,Ende,temptation-of-christ-mosaic,https://uploads4.wikiart.org/00211/images/byzantine-mosaics/temptation-of-christ-mosaic.jpg!Large.jpg,49954,religious painting,,2019,5,0
10,251,Nicholas of Verdun,imesis-mosaic,https://uploads1.wikiart.org/00211/images/byzantine-mosaics/koimesis-mosaic.jpg!Large.jpg,78965,religious painting,"Holyplaces, Mythology, Textile, Prophet",2018,8,0
1,252,Byzantine Mosaics,joseph-taking-the-virgin-to-his-house-mosaic,https://uploads3.wikiart.org/00211/images/byzantine-mosaics/joseph-taking-the-virgin-to-his-house-mosaic.jpg!Large.jpg,52117,religious painting,"Holyplaces, Byzantinearchitecture",2021,8,0
30,253,Giotto,genealogy-of-jesus-christ-and-the-christ-pantocrator,https://uploads2.wikiart.org/00211/images/byzantine-mosaics/genealogy-of-jesus-christ-and-the-christ-pantocrator.jpg!Large.jpg,38824,religious painting,"Dome, Byzantinearchitecture, Holyplaces, Basilica",2020,1,1
3,254,Andrei Rublev,flight-of-elisabeth-mosaic,https://uploads3.wikiart.org/00211/images/byzantine-mosaics/flight-of-elisabeth-mosaic.jpg!Large.jpg,51897,religious painting,"Holyplaces, Byzantinearchitecture",2021,8,0
39,255,Il Sassetta (Stefano di Giovanni),day18c-120bc,https://uploads7.wikiart.org/00213/images/byzantine-mosaics/day18c-120bc.jpg!Large.jpg,80068,portrait,,2021,1,0
14,256,Simone Martini,john-kiev-1,https://uploads5.wikiart.org/00332/images/orthodox-icons/john-kiev-1.jpg!Large.jpg,69797,icon,St.JohntheBaptist,2018,6,0
7,257,Facundus,vlahernskaya-gmmk,https://uploads1.wikiart.org/00333/images/orthodox-icons/vlahernskaya-gmmk.jpg,28231,icon,,2018,3,1
12,258,Claricia,mary-child-icon-sinai-6th-century,https://uploads0.wikiart.org/00332/images/orthodox-icons/mary-child-icon-sinai-6th-century.jpg!Large.jpg,17096,icon,,2019,9,1
1,259,Byzantine Mosaics,1,https://uploads4.wikiart.org/00332/images/orthodox-icons/1.jpg!Large.jpg,40374,icon,,2021,7,0
45,260,Filippo Lippi,petersinai-1,https://uploads6.wikiart.org/00332/images/orthodox-icons/petersinai-1.jpg!Large.jpg,91748,icon,St.-Peter,2019,10,0
44,261,Leon Battista Alberti,rgin-mary-with-the-infant-jesus-6th-century-ad-1,https://uploads8.wikiart.org/00332/images/orthodox-icons/virgin-mary-with-the-infant-jesus-6th-century-ad-1.jpg!Large.jpg,12466,icon,,2018,1,1
19,262,Limbourg brothers,moisei-st-catherin-sinai-1,https://uploads1.wikiart.org/00332/images/orthodox-icons/moisei-st-catherin-sinai-1.jpg,24394,icon,,2019,5,1
37,263,Lorenzo Ghiberti,nativity-st-catherine-monastery-sinai-6th-century-1,https://uploads8.wikiart.org/00332/images/orthodox-icons/nativity-st-catherine-monastery-sinai-6th-century-1.jpg,47878,icon,,2018,2,0
36,264,Filippo Brunelleschi,5,https://uploads4.wikiart.org/00332/images/orthodox-icons/5.jpg!Large.jpg,87494,icon,,2018,4,0
46,265,Lo Scheggia,sergius-and-bacchus-icon,https://uploads0.wikiart.org/00332/images/orthodox-icons/sergius-and-bacchus-icon.jpg!Large.jpg,60505,icon,,2020,1,0
46,266,Lo Scheggia,sergius-baccus,https://uploads8.wikiart.org/00332/images/orthodox-icons/sergius-baccus.jpg!Large.jpg,56199,icon,,2019,5,0
20,267,Álvaro Pires de Évora,vlahernskaya,https://uploads5.wikiart.org/00332/images/orthodox-icons/vlahernskaya.jpg,99493,icon,,2018,6,0
8,268,Hildegard of Bingen,vinica-christopher-george,https://uploads0.wikiart.org/00338/images/orthodox-icons/vinica-christopher-george.jpg,54466,no genre,,2018,7,0
40,269,Fra Angelico,vethiy-denmi-icons-from-saint-catherine-s-monastery,https://uploads0.wikiart.org/00332/images/orthodox-icons/vethiy-denmi-icons-from-saint-catherine-s-monastery.jpg!Large.jpg,20008,icon,,2021,2,1
37,270,Lorenzo Ghiberti,gar-poluchaet-nerukotvorny-obraz,https://uploads1.wikiart.org/00332/images/orthodox-icons/avgar-poluchaet-nerukotvorny-obraz.jpg!Large.jpg,63923,icon,,2021,4,0
23,271,Bartolome Bermejo,byzantine-saint-arethas-walters-4820862,https://uploads6.wikiart.org/00332/images/orthodox-icons/byzantine-saint-arethas-walters-4820862.jpg!Large.jpg,48101,icon,,2018,6,0
7,272,Facundus,faddei70,https://uploads1.wikiart.org/00332/images/orthodox-icons/faddei70.JPG,43060,icon,St.Thaddeus,2018,8,0
31,273,Paolo Veneziano,st-theodor-amp-george-sinai-9-10th-century-1,https://uploads2.wikiart.org/00332/images/orthodox-icons/st-theodor-amp-george-sinai-9-10th-century-1.jpg!Large.jpg,17764,icon,,2019,5,1
23,274,Bartolome Bermejo,icon-of-apostle-philip-10th-c-st-catherine-monastery-sinai,https://uploads7.wikiart.org/00332/images/orthodox-icons/icon-of-apostle-philip-10th-c-st-catherine-monastery-sinai.jpg!Large.jpg,23563,icon,,2019,10,1
41,275,Paolo Uccello,6050a49dedc2c914902a222a,https://uploads0.wikiart.org/00332/images/orthodox-icons/6050a49dedc2c914902a222a.jpg!Large.jpg,51118,icon,,2018,4,0
47,276,Domenico Veneziano,s-pantaleon-from-nicomedian-catacomb-111-c-gim-by-shakko,https://uploads7.wikiart.org/00332/images/orthodox-icons/s-pantaleon-from-nicomedian-catacomb-10-11-c-gim-by-shakko.jpg!Large.jpg,24513,icon,,2021,8,1
9,277,Herrad of Landsberg,ancient-icon-of-sts-peter-amp-paul,https://uploads1.wikiart.org/00332/images/orthodox-icons/ancient-icon-of-sts-peter-amp-paul.jpg!Large.jpg,58626,icon,"St.-Peter, St.-Paul",2020,8,0
29,278,Duccio,composite-icon,https://uploads8.wikiart.org/00332/images/orthodox-icons/composite-icon.jpg!Large.jpg,56692,icon,Crucifixion,2018,5,0
44,279,Leon Battista Alberti,5201b7edc2c996cc030bd0,https://uploads0.wikiart.org/00332/images/orthodox-icons/605201b7edc2c996cc030bd0.jpg!Large.jpg,71792,icon,,2020,3,0
13,280,Pietro Lorenzetti,moses-sinai-law-1,https://uploads1.wikiart.org/00332/images/orthodox-icons/moses-sinai-law-1.jpg,71681,icon,,2019,7,0
41,281,Paolo Uccello,calendar-icon-sinai-11th-century,https://uploads8.wikiart.org/00332/images/orthodox-icons/calendar-icon-sinai-11th-century.jpg!Large.jpg,86075,icon,,2019,2,0
47,282,Domenico Veneziano,icone-profeta-samuele-1112-ca-dal-monastero-mikhailovsky-di-kiev!Large,https://uploads4.wikiart.org/00332/images/orthodox-icons/icone-profeta-samuele-1112-ca-dal-monastero-mikhailovsky-di-kiev.JPG!Large.JPG,52353,icon,,2021,8,0
6,283,Romanesque Architecture,google-art-project-3,https://uploads5.wikiart.org/00332/images/orthodox-icons/google-art-project-3.jpg!Large.jpg,41287,"icon,mosaic",,2021,2,0
34,284,Cennino Cennini,the-nicopeia-virgin-amp-child-byzantine-constantinople-c-1120,https://uploads1.wikiart.org/00332/images/orthodox-icons/the-nicopeia-virgin-amp-child-byzantine-constantinople-c-1120.jpg!Large.jpg,58685,icon,,2019,2,0
47,285,Domenico Veneziano,george-uspenskiy,https://uploads1.wikiart.org/00332/images/orthodox-icons/george-uspenskiy.jpg!Large.jpg,90747,icon,,2021,8,0
9,286,Herrad of Landsberg,6051c8faedc2c914906b717b,https://uploads0.wikiart.org/00332/images/orthodox-icons/6051c8faedc2c914906b717b.jpg!Large.jpg,85639,icon,,2018,3,0
8,287,Hildegard of Bingen,philip-theodore-and-demetrius,https://uploads5.wikiart.org/00332/images/orthodox-icons/philip-theodore-and-demetrius.jpg!Large.jpg,42330,icon,,2018,7,0
49,288,Nuno Gonçalves,vgorod-george,https://uploads0.wikiart.org/00332/images/orthodox-icons/novgorod-george.jpg!Large.jpg,45353,icon,,2018,7,0
21,289,Pisanello,annunciation-ustyuzhskoe-vethiy-denmi,https://uploads3.wikiart.org/00332/images/orthodox-icons/annunciation-ustyuzhskoe-vethiy-denmi.jpg,53968,icon,,2021,9,0
1,290,Byzantine Mosaics,7,https://uploads4.wikiart.org/00339/images/orthodox-icons/7.jpg!Large.jpg,41182,icon,,2018,6,0
3,291,Andrei Rublev,st-eustratius-miracle-icon-sinai-12th-century-1,https://uploads5.wikiart.org/00332/images/orthodox-icons/st-eustratius-miracle-icon-sinai-12th-century-1.jpg!Large.jpg,10826,icon,,2018,4,1
8,292,Hildegard of Bingen,spoleto-dom-ikone,https://uploads2.wikiart.org/00332/images/orthodox-icons/spoleto-dom-ikone.jpg!Large.jpg,95500,icon,Virgin-Mary,2020,5,0
21,293,Pisanello,theotokos-philermon,https://uploads4.wikiart.org/00332/images/orthodox-icons/theotokos-philermon.jpg!Large.jpg,26475,icon,,2018,3,1
44,294,Leon Battista Alberti,prestol-ugotovanny,https://uploads2.wikiart.org/00332/images/orthodox-icons/prestol-ugotovanny.jpg,85097,icon,,2019,5,0
45,295,Filippo Lippi,zengel-michael-und-gabriel,https://uploads3.wikiart.org/00332/images/orthodox-icons/erzengel-michael-und-gabriel.jpg,91044,icon,,2018,5,0
15,296,Ambrogio Lorenzetti,freisinger-lukas-ikone,https://uploads7.wikiart.org/00332/images/orthodox-icons/freisinger-lukas-ikone.jpg!Large.jpg,67373,icon,,2020,1,0
14,297,Simone Martini,greek-ikon-12-cent,https://uploads3.wikiart.org/00332/images/orthodox-icons/greek-ikon-12-cent.jpg!Large.jpg,43332,icon,,2019,5,0
35,298,Lorenzo Monaco,har-hell-hermitage,https://uploads3.wikiart.org/00332/images/orthodox-icons/har-hell-hermitage.jpg!Large.jpg,93007,icon,,2020,6,0
3,299,Andrei Rublev,holy-doors,https://uploads4.wikiart.org/00332/images/orthodox-icons/holy-doors.jpg!Large.jpg,41846,icon,,2021,8,0
5,300,Ende,icon-of-panagia-glykofiloussa-from-panagia-episcope-church-at-santorini-2,https://uploads4.wikiart.org/00332/images/orthodox-icons/icon-of-panagia-glykofiloussa-from-panagia-episcope-church-at-santorini-2.jpg!Large.jpg,13948,icon,,2018,2,1
18,301,Master Francke,ikonica-12-vek-dombo-rakovac,https://uploads4.wikiart.org/00332/images/orthodox-icons/ikonica-12-vek-dombo-rakovac.jpg!Large.jpg,81497,icon,,2018,9,0
40,302,Fra Angelico,michael-miracle-icon-sinai-12th-century,https://uploads6.wikiart.org/00332/images/orthodox-icons/michael-miracle-icon-sinai-12th-century.jpg!Large.jpg,66297,icon,,2019,1,0
31,303,Paolo Veneziano,mosaik-ikone-christus-der-barmherzige,https://uploads4.wikiart.org/00332/images/orthodox-icons/mosaik-ikone-christus-der-barmherzige.jpg!Large.jpg,21927,icon,,2019,5,1
20,304,Álvaro Pires de Évora,mosaikikone-der-muttergottes-hodgegetria-12-jh-hilandar,https://uploads4.wikiart.org/00332/images/orthodox-icons/mosaikikone-der-muttergottes-hodgegetria-12-jh-hilandar.jpg!Large.jpg,63460,icon,,2018,10,0
9,305,Herrad of Landsberg,#NAME?,https://uploads0.wikiart.org/00332/images/orthodox-icons/st-johann-nikolaus-ikone.jpg!Large.jpg,22441,icon,,2021,3,1
17,306,Gentile da Fabriano,11,https://uploads4.wikiart.org/00338/images/orthodox-icons/11.jpg,79266,icon,,2019,5,0
40,307,Fra Angelico,znamenie-oborot,https://uploads0.wikiart.org/00332/images/orthodox-icons/znamenie-oborot.jpg!Large.jpg,60271,icon,,2020,2,0
19,308,Limbourg brothers,last-judgement-sinai-12th-century-1,https://uploads2.wikiart.org/00332/images/orthodox-icons/last-judgement-sinai-12th-century-1.jpg!Large.jpg,89231,icon,,2019,4,0
28,309,Cimabue,transfiguration-of-christ-icon-sinai-12th-century,https://uploads7.wikiart.org/00332/images/orthodox-icons/transfiguration-of-christ-icon-sinai-12th-century.jpg!Large.jpg,63663,icon,,2020,4,0
2,310,Orthodox Icons,5,https://uploads6.wikiart.org/00332/images/orthodox-icons/005.jpg!Large.jpg,13174,icon,,2020,2,1
12,311,Claricia,6,https://uploads4.wikiart.org/00339/images/orthodox-icons/6.jpg!Large.jpg,44571,icon,,2020,2,0
10,312,Nicholas of Verdun,2,https://uploads4.wikiart.org/00339/images/orthodox-icons/2.jpg!Large.jpg,76597,icon,,2021,6,0
2,313,Orthodox Icons,7497-900,https://uploads2.wikiart.org/00339/images/orthodox-icons/7497-900.jpg!Large.jpg,27354,icon,,2019,8,1
24,314,Hans Holbein the Elder,ntocrator-from-gavshinka-1200s-rublev-s-museum,https://uploads6.wikiart.org/00333/images/orthodox-icons/pantocrator-from-gavshinka-1200s-rublev-s-museum.jpg!Large.jpg,68305,icon,,2021,6,0
17,315,Gentile da Fabriano,suzdal-deesis,https://uploads7.wikiart.org/00333/images/orthodox-icons/suzdal-deesis.jpg!Large.jpg,27450,icon,,2021,7,1
42,316,Jacopo Bellini,saint-paraskevi-back-of-fyodorovskaya-theotokos,https://uploads5.wikiart.org/00332/images/orthodox-icons/saint-paraskevi-back-of-fyodorovskaya-theotokos.jpg!Large.jpg,67276,icon,,2019,7,0
15,317,Ambrogio Lorenzetti,560px-umilenie-uspenskiy-01,https://uploads3.wikiart.org/00332/images/orthodox-icons/560px-umilenie-uspenskiy-01.jpg!Large.jpg,90334,icon,,2019,8,0
44,318,Leon Battista Alberti,lazarus-miracle-icon-sinai-12th-century-1,https://uploads8.wikiart.org/00332/images/orthodox-icons/lazarus-miracle-icon-sinai-12th-century-1.jpg!Large.jpg,36336,icon,,2021,8,1
13,319,Pietro Lorenzetti,1285-christus-emmanuel-mit-erzengeln-anagoria!Large,https://uploads3.wikiart.org/00332/images/orthodox-icons/1285-christus-emmanuel-mit-erzengeln-anagoria.JPG!Large.JPG,79223,icon,,2019,8,0
28,320,Cimabue,google-art-project-1,https://uploads5.wikiart.org/00332/images/orthodox-icons/google-art-project-1.jpg!Large.jpg,42881,icon,,2021,3,0
17,321,Gentile da Fabriano,google-art-project-2,https://uploads5.wikiart.org/00332/images/orthodox-icons/google-art-project-2.jpg!Large.jpg,19327,icon,,2018,10,1
4,322,Ivan Rutkovych,saint-nikolas-xii-c,https://uploads4.wikiart.org/00332/images/orthodox-icons/saint-nikolas-xii-c.jpg!Large.jpg,24326,icon,,2018,9,1
43,323,Masaccio,rin-znamenie,https://uploads8.wikiart.org/00332/images/orthodox-icons/korin-znamenie.jpg!Large.jpg,52077,icon,,2020,1,0
26,324,Toros Roslin,hagiosoritissa-sinai-12th-century.png!Large.png,https://uploads0.wikiart.org/00332/images/orthodox-icons/hagiosoritissa-sinai-12th-century.png!Large.png,72054,icon,,2021,3,0
21,325,Pisanello,crucifixion-icon-sinai-12th-century,https://uploads2.wikiart.org/00332/images/orthodox-icons/crucifixion-icon-sinai-12th-century.jpg!Large.jpg,40091,icon,,2019,8,0
46,326,Lo Scheggia,elijah-icon-sinai-c1200,https://uploads8.wikiart.org/00332/images/orthodox-icons/elijah-icon-sinai-c1200.jpg!Large.jpg,21076,icon,,2020,9,1
32,327,Giovanni da Milano,6,https://uploads4.wikiart.org/00332/images/orthodox-icons/6.jpg!Large.jpg,97546,icon,,2019,2,0
19,328,Limbourg brothers,soshestvie,https://uploads4.wikiart.org/00332/images/orthodox-icons/soshestvie.jpg!Large.jpg,61036,icon,,2019,7,0
22,329,Stefan Lochner,pantocrator-13th-c-yaroslavl-museum,https://uploads2.wikiart.org/00333/images/orthodox-icons/pantocrator-13th-c-yaroslavl-museum.jpg!Large.jpg,44998,icon,,2019,4,0
2,330,Orthodox Icons,4,https://uploads4.wikiart.org/00339/images/orthodox-icons/4.jpg!Large.jpg,13659,icon,,2018,3,1
14,331,Simone Martini,saint-demetrios-de-thessalonique,https://uploads8.wikiart.org/00333/images/orthodox-icons/saint-demetrios-de-thessalonique.jpg!Large.jpg,12970,icon,,2020,2,1
2,332,Orthodox Icons,arorusskaya,https://uploads6.wikiart.org/00333/images/orthodox-icons/starorusskaya.jpg,13519,icon,,2021,8,1
38,333,Donatello,zlaty-vlasy-13th-c-assumption-cathedral,https://uploads6.wikiart.org/00333/images/orthodox-icons/zlaty-vlasy-13th-c-assumption-cathedral.jpg!Large.jpg,11875,icon,,2019,9,1
31,334,Paolo Veneziano,60578194edc2c95890e6f855.png!Large.png,https://uploads0.wikiart.org/00333/images/orthodox-icons/60578194edc2c95890e6f855.png!Large.png,78042,"icon,sculpture",,2021,10,0
49,335,Nuno Gonçalves,oblachnoe,https://uploads3.wikiart.org/00332/images/orthodox-icons/oblachnoe.jpg!Large.jpg,25189,icon,,2021,8,1
4,336,Ivan Rutkovych,605201b4edc2c996cc02c0a7,https://uploads0.wikiart.org/00332/images/orthodox-icons/605201b4edc2c996cc02c0a7.jpg!Large.jpg,44051,icon,,2020,2,0
21,337,Pisanello,mary-amp-child-icon-sinai-13th-century-1,https://uploads7.wikiart.org/00332/images/orthodox-icons/mary-amp-child-icon-sinai-13th-century-1.jpg!Large.jpg,44648,icon,,2019,3,0
49,338,Nuno Gonçalves,saints-of-sinai-1,https://uploads2.wikiart.org/00332/images/orthodox-icons/saints-of-sinai-1.jpg!Large.jpg,50568,icon,,2020,8,0
6,339,Romanesque Architecture,dmytrosolunskyj-relief-icon-zhyshkovych-99,https://uploads8.wikiart.org/00333/images/orthodox-icons/dmytrosolunskyj-relief-icon-zhyshkovych-99.jpg,56383,icon,,2018,7,0
35,340,Lorenzo Monaco,belozersk-icon,https://uploads8.wikiart.org/00332/images/orthodox-icons/belozersk-icon.jpg!Large.jpg,73130,icon,,2020,10,0
18,341,Master Francke,louvre-objets-d-art-moyen-age-icone-portative-transfiguration-constantinople-04012019,https://uploads7.wikiart.org/00332/images/orthodox-icons/louvre-objets-d-art-moyen-age-icone-portative-transfiguration-constantinople-04012019.jpg!Large.jpg,54456,icon,,2020,5,0
14,342,Simone Martini,1,https://uploads6.wikiart.org/00339/images/orthodox-icons/8-1.jpg!Large.jpg,67254,icon,,2021,7,0
13,343,Pietro Lorenzetti,5,https://uploads4.wikiart.org/00339/images/orthodox-icons/5.jpg!Large.jpg,14861,icon,,2018,8,1
